video,path,win_idx,start_frame,end_frame,center_frame,approx_start_s,n_frames,label_predicha,prob,passed_conf,kept_nms
sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,dataset_grup_sign\sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,8,80,125,102,2.67,45,Decir,0.4024,0,0
sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,dataset_grup_sign\sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,9,90,135,112,3.00,45,g,0.3810,0,0
sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,dataset_grup_sign\sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,10,100,145,122,3.33,45,Hablar,0.3559,0,0
sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,dataset_grup_sign\sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,11,110,155,132,3.67,45,Mucho,0.4592,0,0
sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,dataset_grup_sign\sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,12,120,165,142,4.00,45,Mucho,0.5503,0,0
sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,dataset_grup_sign\sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,13,130,175,152,4.33,45,Mucho,0.9096,1,1
sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,dataset_grup_sign\sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,14,140,185,162,4.67,45,Mucho,0.6603,1,0
sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,dataset_grup_sign\sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,15,150,195,172,5.00,45,Aceptar,0.7561,1,0
sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,dataset_grup_sign\sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,16,160,205,182,5.33,45,Aceptar,0.4922,0,0
sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,dataset_grup_sign\sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,17,170,215,192,5.67,45,Aceptar,0.5337,0,0
sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,dataset_grup_sign\sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,18,180,225,202,6.00,45,Hablar,0.7671,1,1
sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,dataset_grup_sign\sign-video-to-text_50b5a3c6-82bd-4a2a-b21e-c4bb39834c61.mp4,19,185,230,207,6.17,45,Hablar,0.6157,0,0
sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,dataset_grup_sign\sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,0,0,45,22,0.00,45,A veces,0.9981,1,1
sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,dataset_grup_sign\sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,1,10,55,32,0.33,45,Preocupar,0.3705,0,0
sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,dataset_grup_sign\sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,2,20,65,42,0.67,45,Preocupar,0.4897,0,0
sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,dataset_grup_sign\sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,3,30,75,52,1.00,45,A veces,0.9060,1,0
sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,dataset_grup_sign\sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,4,40,85,62,1.33,45,Preocupar,0.6296,0,0
sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,dataset_grup_sign\sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,5,50,95,72,1.67,45,A veces,0.9991,1,1
sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,dataset_grup_sign\sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,6,60,105,82,2.00,45,Prohibir,0.8174,1,0
sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,dataset_grup_sign\sign-video-to-text_6fe6b912-389f-4ff3-b335-b6cd2660cc36.mp4,7,61,106,83,2.03,45,Prohibir,0.7783,1,0
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,0,0,45,22,0.00,45,Recordar,0.2158,0,0
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,1,10,55,32,0.33,45,Olvidar,0.5684,0,0
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,2,20,65,42,0.67,45,Olvidar,0.6872,1,1
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,3,30,75,52,1.00,45,Olvidar,0.2579,0,0
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,4,40,85,62,1.33,45,Por qué,0.6609,1,0
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,5,50,95,72,1.67,45,Por qué,0.9676,1,0
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,6,60,105,82,2.00,45,Aburrido,0.7989,1,0
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,7,70,115,92,2.33,45,Aburrido,0.9959,1,1
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,8,80,125,102,2.67,45,Interesar,0.4670,0,0
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,9,90,135,112,3.00,45,Interesar,0.6284,0,0
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,10,100,145,122,3.33,45,Grosero,0.9644,1,1
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,11,110,155,132,3.67,45,Por favor,0.3353,0,0
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,12,120,165,142,4.00,45,g,0.4068,0,0
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,13,130,175,152,4.33,45,g,0.7252,1,1
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,14,140,185,162,4.67,45,g,0.5409,0,0
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,15,150,195,172,5.00,45,j,0.4746,0,0
sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,dataset_grup_sign\sign-video-to-text_72351995-77c3-45c4-b7cd-8826da5dd9bf.mp4,16,153,198,175,5.10,45,h,0.4931,0,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,0,0,45,22,0.00,45,A veces,0.9097,1,1
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,1,10,55,32,0.33,45,A veces,0.8287,1,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,2,20,65,42,0.67,45,Visitar,0.7285,1,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,3,30,75,52,1.00,45,Preocupar,0.2229,0,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,4,40,85,62,1.33,45,Deprimido,0.7529,1,1
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,5,50,95,72,1.67,45,A veces,0.2627,0,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,6,60,105,82,2.00,45,A veces,0.6443,0,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,7,70,115,92,2.33,45,Deprimido,0.2784,0,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,8,80,125,102,2.67,45,Deprimido,0.6965,1,1
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,9,90,135,112,3.00,45,Saber,0.5091,0,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,10,100,145,122,3.33,45,El,0.2829,0,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,11,110,155,132,3.67,45,Salir,0.6451,0,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,12,120,165,142,4.00,45,Jamás,0.6520,1,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,13,130,175,152,4.33,45,A veces,0.9436,1,1
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,14,140,185,162,4.67,45,Jamás,0.4592,0,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,15,150,195,172,5.00,45,No poder,0.4052,0,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,16,160,205,182,5.33,45,A veces,0.9971,1,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,17,170,215,192,5.67,45,A veces,0.9972,1,1
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,18,180,225,202,6.00,45,Visitar,0.6922,1,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,19,190,235,212,6.33,45,Visitar,0.7633,1,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,20,200,245,222,6.67,45,Defender,0.4941,0,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,21,210,255,232,7.00,45,Defender,0.2868,0,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,22,220,265,242,7.33,45,Por favor,0.8371,1,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,23,230,275,252,7.67,45,g,0.8672,1,1
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,24,240,285,262,8.00,45,f,0.5425,0,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,25,250,295,272,8.33,45,f,0.7755,1,0
sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,dataset_grup_sign\sign-video-to-text_76f927c3-c88c-44bc-b996-fa8dd881a556.mp4,26,254,299,276,8.47,45,Miedo,0.8327,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,0,0,45,22,0.00,45,Saber,0.7576,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,1,10,55,32,0.33,45,Saber,0.9863,1,1
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,2,20,65,42,0.67,45,Saber,0.8648,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,3,30,75,52,1.00,45,Hospital,0.5000,0,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,4,40,85,62,1.33,45,Por qué,0.5085,0,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,5,50,95,72,1.67,45,k,0.2236,0,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,6,60,105,82,2.00,45,Nosotros,0.8192,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,7,70,115,92,2.33,45,Nosotros,0.8977,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,8,80,125,102,2.67,45,Lo siento,0.9960,1,1
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,9,90,135,112,3.00,45,Lo siento,0.8003,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,10,100,145,122,3.33,45,Droguería,0.4091,0,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,11,110,155,132,3.67,45,i,0.7921,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,12,120,165,142,4.00,45,k,0.9939,1,1
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,13,130,175,152,4.33,45,k,0.8572,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,14,140,185,162,4.67,45,k,0.9062,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,15,150,195,172,5.00,45,i,0.6784,1,1
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,16,160,205,182,5.33,45,k,0.5403,0,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,17,170,215,192,5.67,45,k,0.3376,0,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,18,180,225,202,6.00,45,l,0.7867,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,19,190,235,212,6.33,45,t,0.3106,0,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,20,200,245,222,6.67,45,o,0.9627,1,1
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,21,210,255,232,7.00,45,o,0.8333,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,22,220,265,242,7.33,45,l,0.3752,0,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,23,230,275,252,7.67,45,h,0.4961,0,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,24,240,285,262,8.00,45,p,0.6665,1,1
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,25,250,295,272,8.33,45,g,0.6126,0,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,26,260,305,282,8.67,45,j,0.9612,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,27,270,315,292,9.00,45,j,0.9650,1,1
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,28,280,325,302,9.33,45,Aprovechar,0.3095,0,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,29,290,335,312,9.67,45,t,0.6974,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,30,300,345,322,10.00,45,o,0.9358,1,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,31,310,355,332,10.33,45,o,0.9668,1,1
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,32,320,365,342,10.67,45,o,0.5877,0,0
sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,dataset_grup_sign\sign-video-to-text_87cf0dd9-fac8-4c63-b086-145e38f43bd3.mp4,33,325,370,347,10.83,45,Buscar,0.4142,0,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,0,0,45,22,0.00,45,a,0.6664,1,1
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,1,10,55,32,0.33,45,d,0.5538,0,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,2,20,65,42,0.67,45,Preocupar,0.4469,0,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,3,30,75,52,1.00,45,Preocupar,0.3999,0,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,4,40,85,62,1.33,45,Visitar,0.8842,1,1
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,5,50,95,72,1.67,45,Visitar,0.6776,1,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,6,60,105,82,2.00,45,Noche,0.5250,0,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,7,70,115,92,2.33,45,Deprimido,0.3551,0,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,8,80,125,102,2.67,45,Dudar,0.6604,1,1
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,9,90,135,112,3.00,45,Dudar,0.4302,0,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,10,100,145,122,3.33,45,Deprimido,0.6464,0,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,11,110,155,132,3.67,45,Deprimido,0.8082,1,1
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,12,120,165,142,4.00,45,Deprimido,0.4755,0,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,13,130,175,152,4.33,45,Deprimido,0.4364,0,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,14,140,185,162,4.67,45,Dudar,0.4964,0,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,15,150,195,172,5.00,45,Deprimido,0.7890,1,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,16,160,205,182,5.33,45,Deprimido,0.8204,1,1
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,17,170,215,192,5.67,45,Deprimido,0.8917,1,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,18,180,225,202,6.00,45,Abandonar,0.9277,1,0
